source_genesymbol	target_genesymbol	sign
UBB_UBE2D2	TRIM64	1
UBB_UBE2M	TRIM64	1
RPS27A_UBE2V2	TRIM64	1
RPS27A_UBE2NL	TRIM64	1
BIRC6_UBB	TRIM64	1
UBC_UBE2L6	TRIM64	1
RPS27A_UBE2G2	TRIM64	1
UBA52_UBE2Q1	TRIM64	1
UBC_UBE2M	TRIM64	1
RPS27A_UBE2J1	TRIM64	1
UBC_UBE2E1	TRIM64	1
UBA52_UBE2E2	TRIM64	1
UBC_UBE2Q2	TRIM64	1
RPS27A_UBE2D1	TRIM64	1
UBA52_UBE2G2	TRIM64	1
UBC_UBE2K	TRIM64	1
UBA52_UBE2NL	TRIM64	1
RPS27A_UBE2E1	TRIM64	1
UBB_UBE2J1	TRIM64	1
UBA52_UBE2E3	TRIM64	1
UBB_UBE2K	TRIM64	1
UBC_UBE2V2	TRIM64	1
UBB_UBE2W	TRIM64	1
UBC_UBE2L5	TRIM64	1
UBA52_UBE2R2	TRIM64	1
UBA52_UBE2K	TRIM64	1
UBB_UBE2N	TRIM64	1
UBB_UBE2V2	TRIM64	1
UBA52_UBE2Q2	TRIM64	1
UBA52_UBE2C	TRIM64	1
RPS27A_UBE2A	TRIM64	1
UBC_UBE2G1	TRIM64	1
UBB_UBE2Z	TRIM64	1
UBC_UBE2J2	TRIM64	1
RPS27A_UBE2E3	TRIM64	1
UBC_UBE2R2	TRIM64	1
RPS27A_UBE2Z	TRIM64	1
UBC_UBE2T	TRIM64	1
UBB_UBE2E1	TRIM64	1
UBA52_UBE2M	TRIM64	1
UBB_UBE2D1	TRIM64	1
UBC_UBE2D2	TRIM64	1
UBB_UBE2L3	TRIM64	1
RPS27A_UBE2J2	TRIM64	1
UBC_UBE2N	TRIM64	1
UBA52_UBE2D4	TRIM64	1
UBC_UBE2G2	TRIM64	1
RPS27A_UBE2W	TRIM64	1
BIRC6_UBC	TRIM64	1
RPS27A_UBE2E2	TRIM64	1
UBB_UBE2A	TRIM64	1
UBC_UBE2C	TRIM64	1
UBB_UBE2E3	TRIM64	1
UBB_UBE2NL	TRIM64	1
RPS27A_UBE2S	TRIM64	1
UBB_UBE2R2	TRIM64	1
UBC_UBE2Q1	TRIM64	1
UBA52_UBE2A	TRIM64	1
RPS27A_UBE2B	TRIM64	1
UBB_UBE2G1	TRIM64	1
UBB_UBE2Q2	TRIM64	1
RPS27A_UBE2Q2	TRIM64	1
UBB_UBE2T	TRIM64	1
UBC_UBE2D3	TRIM64	1
BIRC6_UBA52	TRIM64	1
UBA52_UBE2H	TRIM64	1
UBA52_UBE2D1	TRIM64	1
UBA52_UBE2I	TRIM64	1
UBA52_UBE2U	TRIM64	1
UBB_UBE2V1	TRIM64	1
RPS27A_UBE2C	TRIM64	1
UBA52_UBE2V2	TRIM64	1
UBA52_UBE2L3	TRIM64	1
RPS27A_UBE2D4	TRIM64	1
UBA52_UBE2D3	TRIM64	1
UBA52_UBE2J2	TRIM64	1
RPS27A_UBE2T	TRIM64	1
UBB_UBE2S	TRIM64	1
UBC_UBE2U	TRIM64	1
UBC_UBE2S	TRIM64	1
UBB_UBE2I	TRIM64	1
UBA52_UBE2L6	TRIM64	1
UBC_UBE2I	TRIM64	1
UBA52_UBE2D2	TRIM64	1
UBC_UBE2E3	TRIM64	1
RPS27A_UBE2Q1	TRIM64	1
RPS27A_UBE2M	TRIM64	1
UBC_UBE2D4	TRIM64	1
UBB_UBE2B	TRIM64	1
UBB_UBE2L5	TRIM64	1
BIRC6_RPS27A	TRIM64	1
UBC_UBE2NL	TRIM64	1
RPS27A_UBE2U	TRIM64	1
UBB_UBE2G2	TRAF7	1
UBA52_UBE2G1	TRAF7	1
UBA52_UBE2V1	TRAF7	1
UBA52_UBE2S	TRAF7	1
UBB_UBE2H	TRAF7	1
UBC_UBE2V1	TRAF7	1
UBC_UBE2W	TRAF7	1
UBB_UBE2U	TRAF7	1
UBA52_UBE2T	TRAF7	1
RPS27A_UBE2I	TRAF7	1
UBA52_UBE2J1	TRAF7	1
UBA52_UBE2L5	TRAF7	1
UBC_UBE2J1	TRAF7	1
UBC_UBE2A	TRAF7	1
UBB_UBE2C	TRAF7	1
UBC_UBE2D1	TRAF7	1
UBB_UBE2Q1	TRAF7	1
RPS27A_UBE2G1	TRAF7	1
RPS27A_UBE2D2	TRAF7	1
UBC_UBE2B	TRAF7	1
UBB_UBE2E2	TRAF7	1
UBA52_UBE2Z	TRAF7	1
RPS27A_UBE2L3	TRAF7	1
UBA52_UBE2B	TRAF7	1
UBB_UBE2L6	TRAF7	1
UBC_UBE2H	TRAF7	1
UBB_UBE2J2	TRAF7	1
RPS27A_UBE2L6	TRAF7	1
UBB_UBE2D4	TRAF7	1
RPS27A_UBE2K	TRAF7	1
UBB_UBE2D3	TRAF7	1
RPS27A_UBE2N	TRAF7	1
UBA52_UBE2E1	TRAF7	1
RPS27A_UBE2V1	TRAF7	1
UBC_UBE2Z	TRAF7	1
RPS27A_UBE2H	TRAF7	1
RPS27A_UBE2L5	TRAF7	1
UBA52_UBE2N	TRAF7	1
RPS27A_UBE2D3	TRAF7	1
RPS27A_UBE2R2	TRAF7	1
UBC_UBE2E2	TRAF7	1
UBA52_UBE2W	TRAF7	1
UBC_UBE2L3	TRAF7	1
UBB_UBE2D2	TRAF7	1
UBB_UBE2M	TRAF7	1
RPS27A_UBE2V2	TRAF7	1
RPS27A_UBE2NL	TRAF7	1
BIRC6_UBB	TRAF7	1
UBC_UBE2L6	TRAF7	1
RPS27A_UBE2G2	TRAF7	1
UBA52_UBE2Q1	TRAF7	1
UBC_UBE2M	TRAF7	1
RPS27A_UBE2J1	TRAF7	1
UBC_UBE2E1	TRAF7	1
UBA52_UBE2E2	TRAF7	1
UBC_UBE2Q2	TRAF7	1
RPS27A_UBE2D1	TRAF7	1
UBA52_UBE2G2	TRAF7	1
UBC_UBE2K	TRAF7	1
UBA52_UBE2NL	TRAF7	1
RPS27A_UBE2E1	TRAF7	1
UBB_UBE2J1	TRAF7	1
UBA52_UBE2E3	TRAF7	1
UBB_UBE2K	TRAF7	1
UBC_UBE2V2	TRAF7	1
UBB_UBE2W	TRAF7	1
UBC_UBE2L5	TRAF7	1
UBA52_UBE2R2	TRAF7	1
UBA52_UBE2K	TRAF7	1
UBB_UBE2N	TRAF7	1
UBB_UBE2V2	TRAF7	1
UBA52_UBE2Q2	TRAF7	1
UBA52_UBE2C	TRAF7	1
RPS27A_UBE2A	TRAF7	1
UBC_UBE2G1	TRAF7	1
UBB_UBE2Z	TRAF7	1
UBC_UBE2J2	TRAF7	1
RPS27A_UBE2E3	TRAF7	1
UBC_UBE2R2	TRAF7	1
RPS27A_UBE2Z	TRAF7	1
UBC_UBE2T	TRAF7	1
UBB_UBE2E1	TRAF7	1
UBA52_UBE2M	TRAF7	1
UBB_UBE2D1	TRAF7	1
UBC_UBE2D2	TRAF7	1
UBB_UBE2L3	TRAF7	1
RPS27A_UBE2J2	TRAF7	1
UBC_UBE2N	TRAF7	1
UBA52_UBE2D4	TRAF7	1
UBC_UBE2G2	TRAF7	1
RPS27A_UBE2W	TRAF7	1
BIRC6_UBC	TRAF7	1
RPS27A_UBE2E2	TRAF7	1
UBB_UBE2A	TRAF7	1
UBC_UBE2C	TRAF7	1
UBB_UBE2E3	TRAF7	1
UBB_UBE2NL	TRAF7	1
RPS27A_UBE2S	TRAF7	1
UBB_UBE2R2	TRAF7	1
UBC_UBE2Q1	TRAF7	1
UBA52_UBE2A	TRAF7	1
RPS27A_UBE2B	TRAF7	1
UBB_UBE2G1	TRAF7	1
UBB_UBE2Q2	TRAF7	1
RPS27A_UBE2Q2	TRAF7	1
UBB_UBE2T	TRAF7	1
UBC_UBE2D3	TRAF7	1
BIRC6_UBA52	TRAF7	1
UBA52_UBE2H	TRAF7	1
UBA52_UBE2D1	TRAF7	1
UBA52_UBE2I	TRAF7	1
UBA52_UBE2U	TRAF7	1
UBB_UBE2V1	TRAF7	1
RPS27A_UBE2C	TRAF7	1
UBA52_UBE2V2	TRAF7	1
UBA52_UBE2L3	TRAF7	1
RPS27A_UBE2D4	TRAF7	1
UBA52_UBE2D3	TRAF7	1
UBA52_UBE2J2	TRAF7	1
RPS27A_UBE2T	TRAF7	1
UBB_UBE2S	TRAF7	1
UBC_UBE2U	TRAF7	1
UBC_UBE2S	TRAF7	1
UBB_UBE2I	TRAF7	1
UBA52_UBE2L6	TRAF7	1
UBC_UBE2I	TRAF7	1
UBA52_UBE2D2	TRAF7	1
UBC_UBE2E3	TRAF7	1
RPS27A_UBE2Q1	TRAF7	1
RPS27A_UBE2M	TRAF7	1
UBC_UBE2D4	TRAF7	1
UBB_UBE2B	TRAF7	1
UBB_UBE2L5	TRAF7	1
BIRC6_RPS27A	TRAF7	1
UBC_UBE2NL	TRAF7	1
RPS27A_UBE2U	TRAF7	1
STK17A	TP53	1
CDK1	DES	-1
CDK1	WWTR1	-1
HCRTR2	GNAI1	1
SOX9	MITF	1
STK4	LATS2	1
SRC	ARAF	1
NEK2	CD274	1
MTOR	EIF4E	-1
NEK6	FOXJ2	1
PTK2B	ID3	1
MAPK1	BMF	1
H1-2	TP53BP1	-1
P2RY4	GNAO1	1
CSNK2A2	MYF5	1
MAPK3	MCRIP1	-1
NPR1	ORM1	1
PAK1	NLRP3	1
IKBKE	PDE3B	1
PRKCB	CYTH2	-1
YES1	SOCS1	1
FGFR1	BCAR1	1
PRKCB	VTN	1
PRKACA	PTPN7	-1
WNT10B	LRP6	1
RNF216	TIRAP	-1
SRC	IKBKG	-1
PRKACA	GPKOW	1
PPM1A	RELA	-1
MAPK3	PTTG1	1
CHEK1	ERRFI1	-1
PAK6	AIFM1	-1
PAK6	LIMK1	1
MARCHF2	CFTR	-1
CSNK1A1	BID	1
MAPK1	GORASP2	1
SLBP	H2BC21	1
CLK3	USP13	1
CUL3_RBX1_SKP1	WNK3	-1
AURKB	CDCA5	-1
PAK6	RAF1	1
PDGFRB	GRK2	1
GRK2	PDGFRB	-1
SLBP	H2BW2	1
RNF111	ESRP2	1
PCDHA5	ITGB1	1
DOCK4	RAC1	1
CDK8	H3-4	-1
CAPRIN1	G3BP1	1
LATS2	AMOTL2	-1
AMOTL2	LATS2	1
MARCHF7	MAPT	-1
PDK4	PC	-1
MARK2	PINK1	1
PIM1	RUNX1	1
PRKCA	CALD1	-1
FYN	MED28	1
PTK6	EPS8	1
NEDD4	IRS2	1
PRKAA2	CRTC2	-1
SMAD2_SMAD4	SP1	1
PTK2	WASL	1
STK11	PAK1	-1
SMURF1	SRSF5	-1
DDX17_DDX5	NFAT5	1
TBK1	DDAH2	-1
CDK1	RUNX1	1
TRIM32	MYC	-1
ATR	BLM	1
MSH6	BLM	1
CNOT9	GIGYF2	1
SRC	STAT5A	1
RAF1	PPP1R12A	-1
RAN	XPO1	1
DCST1	STAT2	-1
SYDE2	RAC1	-1
MASTL	ARPP19	1
GNB1_GNG2	ADCY5	-1
NTSR1	GNA13	1
RPGRIP1	RPGR	-1
PRKAA1	TSC2	1
CDK1	LBR	-1
KASH5_SPAG4_SUN1_SUN2_SUN3_SUN5_SYNE1_SYNE2_SYNE3_SYNE4	MAJIN_TERB1_TERB2	1
PRKACA	CDK18	1
IKBKB	TP53	1
BARD1_BRCA1	LARP7	-1
PRKCB	MSX2	1
IGF2	INSR	1
CRKL	PIK3CB	1
TRHR	GNA15	1
ERO1A	ERP44	1
NMBR	GNAI3	1
FBXL5	CUL1_RBX1_SKP1	1
DUSP7	GHR	-1
USP9X	UBA52	1
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3	ZNF692	-1
UBB_UBE2G2	PLAGL1	1
UBA52_UBE2G1	PLAGL1	1
UBA52_UBE2V1	PLAGL1	1
UBA52_UBE2S	PLAGL1	1
UBB_UBE2H	PLAGL1	1
UBC_UBE2V1	PLAGL1	1
UBC_UBE2W	PLAGL1	1
UBB_UBE2U	PLAGL1	1
UBA52_UBE2T	PLAGL1	1
RPS27A_UBE2I	PLAGL1	1
UBA52_UBE2J1	PLAGL1	1
UBA52_UBE2L5	PLAGL1	1
UBC_UBE2J1	PLAGL1	1
UBC_UBE2A	PLAGL1	1
UBB_UBE2C	PLAGL1	1
UBC_UBE2D1	PLAGL1	1
UBB_UBE2Q1	PLAGL1	1
RPS27A_UBE2G1	PLAGL1	1
RPS27A_UBE2D2	PLAGL1	1
UBC_UBE2B	PLAGL1	1
UBB_UBE2E2	PLAGL1	1
UBA52_UBE2Z	PLAGL1	1
RPS27A_UBE2L3	PLAGL1	1
UBA52_UBE2B	PLAGL1	1
UBB_UBE2L6	PLAGL1	1
UBC_UBE2H	PLAGL1	1
UBB_UBE2J2	PLAGL1	1
RPS27A_UBE2L6	PLAGL1	1
UBB_UBE2D4	PLAGL1	1
RPS27A_UBE2K	PLAGL1	1
UBB_UBE2D3	PLAGL1	1
RPS27A_UBE2N	PLAGL1	1
UBA52_UBE2E1	PLAGL1	1
RPS27A_UBE2V1	PLAGL1	1
UBC_UBE2Z	PLAGL1	1
RPS27A_UBE2H	PLAGL1	1
RPS27A_UBE2L5	PLAGL1	1
UBA52_UBE2N	PLAGL1	1
RPS27A_UBE2D3	PLAGL1	1
RPS27A_UBE2R2	PLAGL1	1
UBC_UBE2E2	PLAGL1	1
UBA52_UBE2W	PLAGL1	1
UBC_UBE2L3	PLAGL1	1
UBB_UBE2D2	PLAGL1	1
UBB_UBE2M	PLAGL1	1
RPS27A_UBE2V2	PLAGL1	1
RPS27A_UBE2NL	PLAGL1	1
BIRC6_UBB	PLAGL1	1
UBC_UBE2L6	PLAGL1	1
RPS27A_UBE2G2	PLAGL1	1
UBA52_UBE2Q1	PLAGL1	1
UBC_UBE2M	PLAGL1	1
RPS27A_UBE2J1	PLAGL1	1
UBC_UBE2E1	PLAGL1	1
UBA52_UBE2E2	PLAGL1	1
UBC_UBE2Q2	PLAGL1	1
RPS27A_UBE2D1	PLAGL1	1
UBA52_UBE2G2	PLAGL1	1
UBC_UBE2K	PLAGL1	1
UBA52_UBE2NL	PLAGL1	1
RPS27A_UBE2E1	PLAGL1	1
UBB_UBE2J1	PLAGL1	1
UBA52_UBE2E3	PLAGL1	1
UBB_UBE2K	PLAGL1	1
UBC_UBE2V2	PLAGL1	1
UBB_UBE2W	PLAGL1	1
UBC_UBE2L5	PLAGL1	1
UBA52_UBE2R2	PLAGL1	1
UBA52_UBE2K	PLAGL1	1
UBB_UBE2N	PLAGL1	1
UBB_UBE2V2	PLAGL1	1
UBA52_UBE2Q2	PLAGL1	1
UBA52_UBE2C	PLAGL1	1
RPS27A_UBE2A	PLAGL1	1
UBC_UBE2G1	PLAGL1	1
UBB_UBE2Z	PLAGL1	1
UBC_UBE2J2	PLAGL1	1
RPS27A_UBE2E3	PLAGL1	1
UBC_UBE2R2	PLAGL1	1
RPS27A_UBE2Z	PLAGL1	1
UBC_UBE2T	PLAGL1	1
UBB_UBE2E1	PLAGL1	1
UBA52_UBE2M	PLAGL1	1
UBB_UBE2D1	PLAGL1	1
UBC_UBE2D2	PLAGL1	1
UBB_UBE2L3	PLAGL1	1
RPS27A_UBE2J2	PLAGL1	1
UBC_UBE2N	PLAGL1	1
UBA52_UBE2D4	PLAGL1	1
UBC_UBE2G2	PLAGL1	1
RPS27A_UBE2W	PLAGL1	1
BIRC6_UBC	PLAGL1	1
RPS27A_UBE2E2	PLAGL1	1
UBB_UBE2A	PLAGL1	1
UBC_UBE2C	PLAGL1	1
UBB_UBE2E3	PLAGL1	1
UBB_UBE2NL	PLAGL1	1
RPS27A_UBE2S	PLAGL1	1
UBB_UBE2R2	PLAGL1	1
UBC_UBE2Q1	PLAGL1	1
UBA52_UBE2A	PLAGL1	1
RPS27A_UBE2B	PLAGL1	1
UBB_UBE2G1	PLAGL1	1
UBB_UBE2Q2	PLAGL1	1
RPS27A_UBE2Q2	PLAGL1	1
UBB_UBE2T	PLAGL1	1
UBC_UBE2D3	PLAGL1	1
BIRC6_UBA52	PLAGL1	1
UBA52_UBE2H	PLAGL1	1
UBA52_UBE2D1	PLAGL1	1
UBA52_UBE2I	PLAGL1	1
UBA52_UBE2U	PLAGL1	1
UBB_UBE2V1	PLAGL1	1
RPS27A_UBE2C	PLAGL1	1
UBA52_UBE2V2	PLAGL1	1
UBA52_UBE2L3	PLAGL1	1
RPS27A_UBE2D4	PLAGL1	1
UBA52_UBE2D3	PLAGL1	1
UBA52_UBE2J2	PLAGL1	1
RPS27A_UBE2T	PLAGL1	1
UBB_UBE2S	PLAGL1	1
UBC_UBE2U	PLAGL1	1
UBC_UBE2S	PLAGL1	1
UBB_UBE2I	PLAGL1	1
UBA52_UBE2L6	PLAGL1	1
UBC_UBE2I	PLAGL1	1
UBA52_UBE2D2	PLAGL1	1
UBC_UBE2E3	PLAGL1	1
RPS27A_UBE2Q1	PLAGL1	1
RPS27A_UBE2M	PLAGL1	1
UBC_UBE2D4	PLAGL1	1
UBB_UBE2B	PLAGL1	1
UBB_UBE2L5	PLAGL1	1
BIRC6_RPS27A	PLAGL1	1
UBC_UBE2NL	PLAGL1	1
RPS27A_UBE2U	PLAGL1	1
PRKG2	SOX9	-1
PTK2	GSK3B	1
RAB7A	ALS2	-1
MIF	CD74	1
AURKB	ZWINT	1
SGK1	CHUK	1
SGK1	VDAC1	-1
SRC	HIPK2	1
TNC	ITGAV_ITGB1	1
HUWE1	MFN2	-1
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3	PDHA1	1
ARFGEF1	ARF3	1
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3	PIKFYVE	1
GSK3B	USF2	1
CHEK1	PLK1	1
AIM2_CASP1_PYCARD	CASP1	1
AURKA	ALDH1A1	1
GHITM	CYCS	-1
GNA12	AKAP13	1
SRC	KRAS	1
IL1RL1	IL1RAP	1
STK11	SIK2	1
PTEN	IRF3	1
HAUS1_HAUS2_HAUS3_HAUS4_HAUS5_HAUS6_HAUS7_HAUS8	NEDD1	1
CDK5	AGAP2	1
PRKCQ	FOSL1	1
STK11	F2R	1
STK25	YAP1	1
DCAF1	LATS2	-1
FBXW5	SEC23B	-1
PTEN	NKX3-1	1
NRBF2	ATG14_BECN1_PIK3C3_PIK3R4	-1
MAPK1	PARP1	1
GATA2	PPARG	-1
GSK3B	GFI1	-1
MTOR	AMOTL2	-1
RNF183	BCL2L1	-1
CSNK1A1	FOXO4	-1
RNF138	RAD51D	-1
UBB_UBE2G2	RNF139	1
UBA52_UBE2G1	RNF139	1
UBA52_UBE2V1	RNF139	1
UBA52_UBE2S	RNF139	1
UBB_UBE2H	RNF139	1
UBC_UBE2V1	RNF139	1
UBC_UBE2W	RNF139	1
UBB_UBE2U	RNF139	1
UBA52_UBE2T	RNF139	1
RPS27A_UBE2I	RNF139	1
UBA52_UBE2J1	RNF139	1
UBA52_UBE2L5	RNF139	1
UBC_UBE2J1	RNF139	1
UBC_UBE2A	RNF139	1
UBB_UBE2C	RNF139	1
UBC_UBE2D1	RNF139	1
UBB_UBE2Q1	RNF139	1
RPS27A_UBE2G1	RNF139	1
RPS27A_UBE2D2	RNF139	1
UBC_UBE2B	RNF139	1
UBB_UBE2E2	RNF139	1
UBA52_UBE2Z	RNF139	1
RPS27A_UBE2L3	RNF139	1
UBA52_UBE2B	RNF139	1
UBB_UBE2L6	RNF139	1
UBC_UBE2H	RNF139	1
UBB_UBE2J2	RNF139	1
RPS27A_UBE2L6	RNF139	1
UBB_UBE2D4	RNF139	1
RPS27A_UBE2K	RNF139	1
UBB_UBE2D3	RNF139	1
RPS27A_UBE2N	RNF139	1
UBA52_UBE2E1	RNF139	1
RPS27A_UBE2V1	RNF139	1
UBC_UBE2Z	RNF139	1
RPS27A_UBE2H	RNF139	1
RPS27A_UBE2L5	RNF139	1
UBA52_UBE2N	RNF139	1
RPS27A_UBE2D3	RNF139	1
RPS27A_UBE2R2	RNF139	1
UBC_UBE2E2	RNF139	1
UBA52_UBE2W	RNF139	1
UBC_UBE2L3	RNF139	1
UBB_UBE2D2	RNF139	1
UBB_UBE2M	RNF139	1
RPS27A_UBE2V2	RNF139	1
RPS27A_UBE2NL	RNF139	1
BIRC6_UBB	RNF139	1
UBC_UBE2L6	RNF139	1
RPS27A_UBE2G2	RNF139	1
UBA52_UBE2Q1	RNF139	1
UBC_UBE2M	RNF139	1
RPS27A_UBE2J1	RNF139	1
UBC_UBE2E1	RNF139	1
UBA52_UBE2E2	RNF139	1
UBC_UBE2Q2	RNF139	1
RPS27A_UBE2D1	RNF139	1
UBA52_UBE2G2	RNF139	1
UBC_UBE2K	RNF139	1
UBA52_UBE2NL	RNF139	1
RPS27A_UBE2E1	RNF139	1
UBB_UBE2J1	RNF139	1
UBA52_UBE2E3	RNF139	1
UBB_UBE2K	RNF139	1
UBC_UBE2V2	RNF139	1
UBB_UBE2W	RNF139	1
UBC_UBE2L5	RNF139	1
UBA52_UBE2R2	RNF139	1
UBA52_UBE2K	RNF139	1
UBB_UBE2N	RNF139	1
UBB_UBE2V2	RNF139	1
UBA52_UBE2Q2	RNF139	1
UBA52_UBE2C	RNF139	1
RPS27A_UBE2A	RNF139	1
UBC_UBE2G1	RNF139	1
UBB_UBE2Z	RNF139	1
UBC_UBE2J2	RNF139	1
RPS27A_UBE2E3	RNF139	1
UBC_UBE2R2	RNF139	1
RPS27A_UBE2Z	RNF139	1
UBC_UBE2T	RNF139	1
UBB_UBE2E1	RNF139	1
UBA52_UBE2M	RNF139	1
UBB_UBE2D1	RNF139	1
UBC_UBE2D2	RNF139	1
UBB_UBE2L3	RNF139	1
RPS27A_UBE2J2	RNF139	1
UBC_UBE2N	RNF139	1
UBA52_UBE2D4	RNF139	1
UBC_UBE2G2	RNF139	1
RPS27A_UBE2W	RNF139	1
BIRC6_UBC	RNF139	1
RPS27A_UBE2E2	RNF139	1
UBB_UBE2A	RNF139	1
UBC_UBE2C	RNF139	1
UBB_UBE2E3	RNF139	1
UBB_UBE2NL	RNF139	1
RPS27A_UBE2S	RNF139	1
UBB_UBE2R2	RNF139	1
UBC_UBE2Q1	RNF139	1
UBA52_UBE2A	RNF139	1
RPS27A_UBE2B	RNF139	1
UBB_UBE2G1	RNF139	1
UBB_UBE2Q2	RNF139	1
RPS27A_UBE2Q2	RNF139	1
UBB_UBE2T	RNF139	1
UBC_UBE2D3	RNF139	1
BIRC6_UBA52	RNF139	1
UBA52_UBE2H	RNF139	1
UBA52_UBE2D1	RNF139	1
UBA52_UBE2I	RNF139	1
UBA52_UBE2U	RNF139	1
UBB_UBE2V1	RNF139	1
RPS27A_UBE2C	RNF139	1
UBA52_UBE2V2	RNF139	1
UBA52_UBE2L3	RNF139	1
RPS27A_UBE2D4	RNF139	1
UBA52_UBE2D3	RNF139	1
UBA52_UBE2J2	RNF139	1
RPS27A_UBE2T	RNF139	1
UBB_UBE2S	RNF139	1
UBC_UBE2U	RNF139	1
UBC_UBE2S	RNF139	1
UBB_UBE2I	RNF139	1
UBA52_UBE2L6	RNF139	1
UBC_UBE2I	RNF139	1
UBA52_UBE2D2	RNF139	1
UBC_UBE2E3	RNF139	1
RPS27A_UBE2Q1	RNF139	1
RPS27A_UBE2M	RNF139	1
UBC_UBE2D4	RNF139	1
UBB_UBE2B	RNF139	1
UBB_UBE2L5	RNF139	1
BIRC6_RPS27A	RNF139	1
UBC_UBE2NL	RNF139	1
RPS27A_UBE2U	RNF139	1
SRC	SHC3	1
CDC34	BTRC_CUL1_SKP1	1
PPP2CA	RBL2	1
TRIM4	RTN2	-1
PRKCD	TSC2	-1
STK26	YAP1	-1
PTCRA	LCK	1
SYK	FCGR2C	1
AKT1S1_DEPTOR_MLST8_MTOR_RPTOR	TFEB	-1
CDK1	ORC1	1
AKT2	FOXO4	-1
UBA6_UBB	UBE2H	1
RPS27A_UBA6	UBE2H	1
UBA6_UBC	UBE2H	1
UBA52_UBA6	UBE2H	1
TBK1	CDH1	-1
TBK1	DDX3X	1
GSK3B	RELA	1
WNT10B	LRP5	1
PITRM1	APP	-1
CASP3	BRCA1	-1
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3	TET2	1
AKT2	SH3RF1	-1
HERC1	PSMC5	-1
TPR	MAD1L1	1
TTBK2	MPHOSPH9	-1
STK38	PANX2	1
PTPN9	GHR	-1
AKT1	GATA2	-1
CCNE2_CDK2	SF3B1	1
CTSG	F2R	1
C1QBP	C1QA_C1QB_C1QC	-1
FYN	CNN3	-1
CDK2	ELK4	1
TTK	MAD1L1	1
PPM1A	TBK1	-1
XPO1	TP53	-1
AKT1	ALYREF	1
STIP1	HSP90AA1	-1
LCK	MAPK14	1
AURKA	MCRS1	1
CDK1	CLASP2	1
CDK1	USP22	1
GSK3B	ZNF322	-1
ULK1	FUNDC1	1
CUL1_RBX1_SKP1	ALDH3A1	-1
CSNK2A1	C1R	-1
NLGN3	DLG4	1
SRC	BMX	1
PRKACA	LRP1	1
AKT1	CBY1	1
CDK1	ECT2	1
GSK3A	GRB14	-1
CDK1	ABI1	-1
PRKCA	GSK3B	-1
PRKCB	KIR3DL1	-1
AKT1	SOX2	1
ATM	MPG	1
ATM	RANBP9	1
ANAPC1_ANAPC10_ANAPC11_ANAPC13_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC26_CDC27	TK1	-1
EP300	MAML1	1
MAML1	EP300	1
EGFR	SCAMP1	1
MIB1	KIAA0586	-1
BTRC_CUL1_SKP1	CD4	-1
LPAR3	GNAI1	1
CUL1_RBX1_SKP1	PSEN1	-1
ATM	RELA	-1
MAPK13	KRT8	1
IFNW1	IFNAR1	1
DVL2	RBPJ	-1
PRLHR	GNAI1	1
CIB1	ITGA2B_ITGB3	-1
PSMA6	XBP1	-1
PRKCB	IBTK	-1
PDPK1	RPS6KB2	1
STK38L	FLNA	1
MAPK8	NEIL1	1
HDLBP	RAD51	1
CCNB1_CDK1	PLEC	-1
PRKACA	PPP1R8	1
PTPN6	MAP3K7	-1
STAT6	STAT1	-1
CDC14B	APC_AXIN1_GSK3B	1
LNX1	BCR	-1
PRKACA	ADD2	-1
LCK	CD3E	1
TLN1	ITGAV_ITGB3	1
AURKA	BCL2L11	-1
AURKB	BUB1	1
BTK	STAT3	-1
PRKCA	CTPS1	1
GSK3B	NIFK	1
TLR9	TICAM2	1
PTPN6	CASP8	1
UBE2D1	CUL5_ELOB_ELOC_RNF7	1
KLHL21	Q5UEC6	1
CDK1	CCNY	-1
PTPN7	MAPK14	-1
MAPK14	PTPN7	-1
UBE4B	ATXN3	-1
TET2	OGT	1
TAF1	TP53	1
CSNK1D	MAPT	-1
CDK1	CLN3	-1
RFFL	RIPK1	-1
PTPRG	PDGFRA	1
PRKAA1	GLI1	-1
HTR1A	GNAO1	1
MAPK7	ETS1	1
CDK1	ELAVL1	1
CDK2	LARP1	1
NCS1	DRD2	-1
PTPRG	STAT5A	1
PTPN6	CTNNB1	-1
LIN7C_PALS1_PATJ	YAP1	-1
RPS6KA3	EIF2AK2	1
SRC	ITGB2	1
CSNK2A1	CTDP1	-1
TACR1	GNAI3	1
CDK20	EZH2	1
HP	APOA1	1
UBB_UBE2G2	CNOT4	1
UBA52_UBE2G1	CNOT4	1
UBA52_UBE2V1	CNOT4	1
UBA52_UBE2S	CNOT4	1
UBB_UBE2H	CNOT4	1
UBC_UBE2V1	CNOT4	1
UBC_UBE2W	CNOT4	1
UBB_UBE2U	CNOT4	1
UBA52_UBE2T	CNOT4	1
RPS27A_UBE2I	CNOT4	1
UBA52_UBE2J1	CNOT4	1
UBA52_UBE2L5	CNOT4	1
UBC_UBE2J1	CNOT4	1
